INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222017998,1402,,VANDALISM,B2, ,0,3/15/2022 0:07,2022,3,Tuesday,0,,"DUDLEY ST & MALCOLM X BLVD
ROXBURY  MA 02119
UNITE",42.32893798,-71.08506405,"(42.32893797759783, -71.08506405393445)"
222009297,1831,,SICK ASSIST,B2,297,0,2/8/2022 17:31,2022,2,Tuesday,17,,WALNUT AVE,42.32217348,-71.08506711,"(42.322173477998895, -71.0850671076223)"
222014180,3801,,M/V ACCIDENT - OTHER,B2, ,0,2/28/2022 7:21,2022,2,Monday,7,,WYOMING ST,42.31508518,-71.08508813,"(42.31508518034225, -71.08508813271443)"
222002773,1831,,SICK ASSIST,B2,288,0,1/13/2022 18:39,2022,1,Thursday,18,,SHAWMUT AVE,42.3307222,-71.08510483,"(42.33072219630709, -71.08510482791851)"
222008563,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3, ,0,2/5/2022 19:53,2022,2,Saturday,19,,AMES ST,42.28956988,-71.08510501,"(42.28956987736902, -71.08510500569525)"
222000572,2647,,THREATS TO DO BODILY HARM,B3, ,0,1/3/2022 16:37,2022,1,Monday,16,,AMES ST,42.28956988,-71.08510501,"(42.28956987736902, -71.08510500569525)"
222019347,801,,ASSAULT - SIMPLE,B3, ,0,3/20/2022 0:14,2022,3,Sunday,0,,AMES ST,42.28956988,-71.08510501,"(42.28956987736902, -71.08510500569525)"
222012933,3001,,DEATH INVESTIGATION,B2, ,0,2/22/2022 17:27,2022,2,Tuesday,17,,DECKARD ST,42.3158774,-71.08510889,"(42.31587739576609, -71.08510889142046)"
222009393,3410,,TOWED MOTOR VEHICLE,B2, ,0,2/9/2022 9:20,2022,2,Wednesday,9,,DECKARD ST,42.3158774,-71.08510889,"(42.31587739576609, -71.08510889142046)"
222018622,1831,,SICK ASSIST,B3, ,0,3/17/2022 10:54,2022,3,Thursday,10,,ESMOND ST,42.29861988,-71.08511004,"(42.2986198823693, -71.08511003826654)"
222006765,1831,,SICK ASSIST,B3, ,0,1/29/2022 21:16,2022,1,Saturday,21,,ESMOND ST,42.29861988,-71.08511004,"(42.2986198823693, -71.08511003826654)"
222015825,3301,,VERBAL DISPUTE,B3, ,0,3/6/2022 12:33,2022,3,Sunday,12,,BLUE HILL AVE,42.30316091,-71.08515552,"(42.303160907500725, -71.08515551897415)"
222012420,3115,,INVESTIGATE PERSON,B3,458,0,2/20/2022 13:36,2022,2,Sunday,13,,BLUE HILL AVE,42.30316091,-71.08515552,"(42.303160907500725, -71.08515551897415)"
222003321,801,,ASSAULT - SIMPLE,B2, ,0,1/16/2022 3:15,2022,1,Sunday,3,,"WASHINGTON ST & DUDLEY ST
ROXBURY  MA 02119
UNITED",42.328887,-71.08515903,"(42.32888700356202, -71.08515902640676)"
222018098,3115,,INVESTIGATE PERSON,B3, ,0,3/15/2022 11:45,2022,3,Tuesday,11,,MCLELLAN ST,42.30084929,-71.08522128,"(42.30084929096079, -71.08522128087432)"
222007685,3114,,INVESTIGATE PROPERTY,B3, ,0,2/2/2022 15:11,2022,2,Wednesday,15,,MCLELLAN ST,42.30084929,-71.08522128,"(42.30084929096079, -71.08522128087432)"
222020574,1402,,VANDALISM,B3, ,0,3/24/2022 15:59,2022,3,Thursday,15,,MCLELLAN ST,42.30084929,-71.08522128,"(42.30084929096079, -71.08522128087432)"
222001072,3114,,INVESTIGATE PROPERTY,B3,457,0,1/5/2022 22:30,2022,1,Wednesday,22,,MCLELLAN ST,42.30084929,-71.08522128,"(42.30084929096079, -71.08522128087432)"
222010749,1831,,SICK ASSIST,B2, ,0,2/14/2022 8:41,2022,2,Monday,8,,WALNUT CT,42.32157947,-71.08523707,"(42.32157947215211, -71.08523706719457)"
222005923,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,1/26/2022 13:30,2022,1,Wednesday,13,,"BLUE HILL AVE & COLUMBIA RD
DORCHESTER  MA 02121
U",42.30339099,-71.08527198,"(42.30339098744011, -71.0852719820049)"
222018033,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,3/15/2022 9:00,2022,3,Tuesday,9,,"BLUE HILL AVE & SEAVER ST
ROXBURY  MA 02121
UNITED",42.305365,-71.08527603,"(42.30536499909171, -71.08527603166485)"
222018016,1831,,SICK ASSIST,B3, ,0,3/15/2022 5:29,2022,3,Tuesday,5,,MORTON ST,42.28098427,-71.08528267,"(42.28098427270697, -71.08528267094985)"
222001365,3805,,M/V ACCIDENT - POLICE VEHICLE,B3, ,0,1/7/2022 8:10,2022,1,Friday,8,,MORTON ST,42.28098427,-71.08528267,"(42.28098427270697, -71.08528267094985)"
222010673,3115,,INVESTIGATE PERSON,B2, ,0,2/13/2022 20:07,2022,2,Sunday,20,,GEORGIA ST,42.31039012,-71.0853021,"(42.31039012253831, -71.08530210081958)"
222000350,3115,,INVESTIGATE PERSON,B2, ,0,1/2/2022 17:07,2022,1,Sunday,17,,ROXBURY ST,42.32952035,-71.08530641,"(42.32952035449152, -71.08530640838333)"
222012786,540,,BURGLARY - COMMERICAL,B2, ,0,2/22/2022 9:30,2022,2,Tuesday,9,,ROXBURY ST,42.32952035,-71.08530641,"(42.32952035449152, -71.08530640838333)"
222000584,3114,,INVESTIGATE PROPERTY,B3, ,1,1/3/2022 17:50,2022,1,Monday,17,,"HARVARD ST & ABBOT ST
DORCHESTER  MA 02124
UNITED ",42.29568699,-71.08538695,"(42.29568699035859, -71.08538695212954)"
222014361,3301,,VERBAL DISPUTE,B3, ,0,2/28/2022 19:37,2022,2,Monday,19,,MOUNTAIN AVE,42.28538167,-71.08546253,"(42.285381672009855, -71.08546252823652)"
222017325,801,,ASSAULT - SIMPLE,B3, ,0,3/12/2022 2:44,2022,3,Saturday,2,,HANNON ST,42.28187558,-71.08550538,"(42.28187557863393, -71.08550537672407)"
222003986,3301,,VERBAL DISPUTE,B3, ,0,1/19/2022 9:04,2022,1,Wednesday,9,,HANNON ST,42.28187558,-71.08550538,"(42.28187557863393, -71.08550537672407)"
222014018,3410,,TOWED MOTOR VEHICLE,B3,429,0,2/27/2022 0:00,2022,2,Sunday,0,,HANNON ST,42.28187558,-71.08550538,"(42.28187557863393, -71.08550537672407)"
222004322,3410,,TOWED MOTOR VEHICLE,B2, ,0,1/20/2022 12:11,2022,1,Thursday,12,,WAYNE ST,42.30724229,-71.08551704,"(42.3072422945032, -71.08551703580682)"
222008336,3115,,INVESTIGATE PERSON,B2, ,0,2/4/2022 20:25,2022,2,Friday,20,,WAYNE ST,42.30724229,-71.08551704,"(42.3072422945032, -71.08551703580682)"
222023529,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,319,0,4/4/2022 16:51,2022,4,Monday,16,,WAYNE ST,42.30724229,-71.08551704,"(42.3072422945032, -71.08551703580682)"
222003177,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2, ,0,1/14/2022 17:30,2022,1,Friday,17,,"HERMAN ST & CIRCUIT ST
ROXBURY  MA 02119
UNITED ST",42.323575,-71.08553706,"(42.32357500311476, -71.08553705826763)"
222016447,3114,,INVESTIGATE PROPERTY,B2,287,1,3/8/2022 20:08,2022,3,Tuesday,20,,DEWITT DR,42.33201394,-71.08556833,"(42.33201393764608, -71.08556833128112)"
222010336,3115,,INVESTIGATE PERSON,B3, ,0,2/12/2022 11:27,2022,2,Saturday,11,,CRAGMERE TER,42.27377409,-71.08557084,"(42.27377409484315, -71.08557084147384)"
222003738,3410,,TOWED MOTOR VEHICLE,B2, ,0,1/18/2022 8:45,2022,1,Tuesday,8,,MAPLE ST,42.30901919,-71.08561179,"(42.309019185968424, -71.08561178899974)"
222015226,1106,,FRAUD - CREDIT CARD / ATM FRAUD,B2,282,0,3/3/2022 12:00,2022,3,Thursday,12,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222009250,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,1/29/2022 20:00,2022,1,Saturday,20,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222015173,3108,,FIRE REPORT,B2,282,0,3/3/2022 20:14,2022,3,Thursday,20,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222015935,1402,,VANDALISM,B2,282,0,3/6/2022 0:00,2022,3,Sunday,0,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222015787,1831,,SICK ASSIST,B2, ,0,3/6/2022 11:01,2022,3,Sunday,11,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222015294,1402,,VANDALISM,B2,282,0,2/27/2022 10:00,2022,2,Sunday,10,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222012431,3114,,INVESTIGATE PROPERTY,B2, ,0,2/20/2022 7:30,2022,2,Sunday,7,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222016743,520,,BURGLARY - RESIDENTIAL,B2,282,0,3/9/2022 17:06,2022,3,Wednesday,17,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222019255,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,3/19/2022 16:54,2022,3,Saturday,16,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222001422,3114,,INVESTIGATE PROPERTY,B2, ,0,1/7/2022 14:58,2022,1,Friday,14,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222005864,3201,,PROPERTY - LOST/ MISSING,B2,282,0,1/26/2022 10:19,2022,1,Wednesday,10,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222010032,3201,,PROPERTY - LOST/ MISSING,B2, ,0,2/11/2022 12:24,2022,2,Friday,12,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222002084,3018,,SICK/INJURED/MEDICAL - POLICE,B2, ,0,1/10/2022 23:18,2022,1,Monday,23,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222015281,1402,,VANDALISM,B2,282,0,3/3/2022 12:00,2022,3,Thursday,12,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222024748,3114,,INVESTIGATE PROPERTY,B2, ,0,4/8/2022 7:30,2022,4,Friday,7,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222004409,3114,,INVESTIGATE PROPERTY,B2, ,0,1/20/2022 18:16,2022,1,Thursday,18,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222002236,3205,,M/V PLATES - LOST,B2,282,0,1/11/2022 14:00,2022,1,Tuesday,14,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222000559,423,,ASSAULT - AGGRAVATED,B2,282,1,1/2/2022 16:42,2022,1,Sunday,16,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222014548,3201,,PROPERTY - LOST/ MISSING,B2,282,0,1/10/2022 0:00,2022,1,Monday,0,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222015297,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,3/1/2022 16:00,2022,3,Tuesday,16,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222003067,617,,LARCENY THEFT FROM BUILDING,B2, ,0,1/14/2022 20:26,2022,1,Friday,20,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222007693,1402,,VANDALISM,B2,282,0,2/2/2022 0:00,2022,2,Wednesday,0,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222015190,3130,,SEARCH WARRANT,B2, ,0,3/3/2022 23:09,2022,3,Thursday,23,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222016812,3130,,SEARCH WARRANT,B2,282,0,3/10/2022 12:14,2022,3,Thursday,12,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222009139,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2/7/2022 4:30,2022,2,Monday,4,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222019897,3018,,SICK/INJURED/MEDICAL - POLICE,B2, ,0,3/22/2022 0:34,2022,3,Tuesday,0,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222019430,3115,,INVESTIGATE PERSON,B2,282,0,3/20/2022 11:44,2022,3,Sunday,11,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222016655,3114,,INVESTIGATE PROPERTY,B2, ,0,3/9/2022 10:00,2022,3,Wednesday,10,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222007335,1402,,VANDALISM,B2,282,0,1/25/2022 12:00,2022,1,Tuesday,12,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222016654,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,3/9/2022 10:00,2022,3,Wednesday,10,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222011187,3114,,INVESTIGATE PROPERTY,B2, ,0,2/15/2022 19:00,2022,2,Tuesday,19,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
220038860,3115,,INVESTIGATE PERSON,B2,282,0,1/27/2022 17:00,2022,1,Thursday,17,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222023253,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,282,0,4/3/2022 6:08,2022,4,Sunday,6,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222017173,616,,LARCENY THEFT OF BICYCLE,B2,282,0,3/9/2022 0:00,2022,3,Wednesday,0,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222007724,3502,,MISSING PERSON - LOCATED,B2,282,0,2/2/2022 17:43,2022,2,Wednesday,17,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222014353,3115,,INVESTIGATE PERSON,B2,282,0,2/28/2022 0:00,2022,2,Monday,0,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222020076,3114,,INVESTIGATE PROPERTY,B2, ,0,3/22/2022 12:00,2022,3,Tuesday,12,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222001990,3115,,INVESTIGATE PERSON,B2,282,0,1/10/2022 0:00,2022,1,Monday,0,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222014902,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,3/1/2022 0:00,2022,3,Tuesday,0,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222000765,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,1/4/2022 16:00,2022,1,Tuesday,16,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222000743,3801,,M/V ACCIDENT - OTHER,B2,282,0,1/4/2022 14:53,2022,1,Tuesday,14,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222007797,3114,,INVESTIGATE PROPERTY,B2, ,0,2/2/2022 21:42,2022,2,Wednesday,21,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222000544,3114,,INVESTIGATE PROPERTY,B2, ,0,1/3/2022 15:21,2022,1,Monday,15,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222021517,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,3/26/2022 14:13,2022,3,Saturday,14,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222023223,3201,,PROPERTY - LOST/ MISSING,B2,282,0,4/3/2022 11:00,2022,4,Sunday,11,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222018761,3114,,INVESTIGATE PROPERTY,B2, ,0,3/17/2022 20:18,2022,3,Thursday,20,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222006356,3201,,PROPERTY - LOST/ MISSING,B2,282,0,1/28/2022 9:14,2022,1,Friday,9,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222008186,423,,ASSAULT - AGGRAVATED,B2,282,0,2/4/2022 6:30,2022,2,Friday,6,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222002039,724,,AUTO THEFT,B2,282,0,1/10/2022 17:45,2022,1,Monday,17,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222021312,3115,,INVESTIGATE PERSON,B2, ,0,3/27/2022 4:00,2022,3,Sunday,4,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222015930,301,,ROBBERY,B2,282,0,3/6/2022 10:00,2022,3,Sunday,10,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222009504,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,2/9/2022 16:54,2022,2,Wednesday,16,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222016835,3114,,INVESTIGATE PROPERTY,B2,282,0,2/19/2022 20:30,2022,2,Saturday,20,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222003053,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,1/14/2022 16:15,2022,1,Friday,16,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222001364,3115,,INVESTIGATE PERSON,B2, ,0,1/7/2022 8:03,2022,1,Friday,8,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222022847,3114,,INVESTIGATE PROPERTY,B2, ,0,4/1/2022 12:00,2022,4,Friday,12,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222000378,3018,,SICK/INJURED/MEDICAL - POLICE,B2,282,0,1/2/2022 20:40,2022,1,Sunday,20,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222009192,617,,LARCENY THEFT FROM BUILDING,B2,282,0,1/31/2022 0:00,2022,1,Monday,0,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222022304,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2, ,0,3/30/2022 19:44,2022,3,Wednesday,19,,LOUIS PRANG STREET & VANCOUVER ST,42.32820801,-71.08563606,"(42.32820801100218, -71.08563605654128)"
222003018,3115,,INVESTIGATE PERSON,B2, ,0,1/14/2022 15:50,2022,1,Friday,15,,AKRON ST,42.32579408,-71.08563758,"(42.32579408123605, -71.08563758118875)"
222009455,3115,,INVESTIGATE PERSON,B2, ,0,2/9/2022 13:20,2022,2,Wednesday,13,,AKRON ST,42.32579408,-71.08563758,"(42.32579408123605, -71.08563758118875)"
222012314,3114,,INVESTIGATE PROPERTY,B2, ,0,2/20/2022 0:13,2022,2,Sunday,0,,AKRON ST,42.32579408,-71.08563758,"(42.32579408123605, -71.08563758118875)"
222016884,1831,,SICK ASSIST,D4, ,0,3/10/2022 15:03,2022,3,Thursday,15,,TREMONT ST,42.33640891,-71.08565039,"(42.33640891224333, -71.0856503922073)"
222016085,3301,,VERBAL DISPUTE,D4, ,0,3/7/2022 14:17,2022,3,Monday,14,,TREMONT ST,42.33640891,-71.08565039,"(42.33640891224333, -71.0856503922073)"
222019568,3114,,INVESTIGATE PROPERTY,D4, ,0,3/20/2022 8:30,2022,3,Sunday,8,,TREMONT ST,42.33640891,-71.08565039,"(42.33640891224333, -71.0856503922073)"
222018282,301,,ROBBERY,D4, ,0,3/16/2022 0:58,2022,3,Wednesday,0,,TREMONT ST,42.33640891,-71.08565039,"(42.33640891224333, -71.0856503922073)"
222011382,3115,,INVESTIGATE PERSON,D4, ,0,2/16/2022 17:01,2022,2,Wednesday,17,,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201849799732, -71.08566212663452)"
222015660,801,,ASSAULT - SIMPLE,D4, ,0,3/5/2022 16:41,2022,3,Saturday,16,,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201849799732, -71.08566212663452)"
222008222,3110,,SERVICE TO OTHER AGENCY,D4, ,0,2/4/2022 11:35,2022,2,Friday,11,,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201849799732, -71.08566212663452)"
222021212,1831,,SICK ASSIST,D4, ,0,3/26/2022 18:54,2022,3,Saturday,18,,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201849799732, -71.08566212663452)"
220041999,801,,ASSAULT - SIMPLE,D4,594,0,1/29/2022 19:32,2022,1,Saturday,19,,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201849799732, -71.08566212663452)"
222017027,3115,,INVESTIGATE PERSON,D4, ,0,3/11/2022 3:39,2022,3,Friday,3,,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201849799732, -71.08566212663452)"
222000938,801,,ASSAULT - SIMPLE,D4, ,0,1/5/2022 12:05,2022,1,Wednesday,12,,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201849799732, -71.08566212663452)"
222012070,1831,,SICK ASSIST,D4,594,0,2/19/2022 1:40,2022,2,Saturday,1,,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201849799732, -71.08566212663452)"
222011602,2647,,THREATS TO DO BODILY HARM,D4, ,0,2/17/2022 15:38,2022,2,Thursday,15,,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201849799732, -71.08566212663452)"
222007723,3115,,INVESTIGATE PERSON,D4, ,0,2/2/2022 16:26,2022,2,Wednesday,16,,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201849799732, -71.08566212663452)"
222017309,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4, ,0,3/12/2022 0:40,2022,3,Saturday,0,,BELVIDERE ST,42.34624311,-71.08568046,"(42.346243106748354, -71.08568045668667)"
222002158,3007,,SUDDEN DEATH,B2, ,0,1/11/2022 12:35,2022,1,Tuesday,12,,SAINT JAMES ST,42.32672962,-71.08570602,"(42.32672962208831, -71.08570601909888)"
222007316,3801,,M/V ACCIDENT - OTHER,D4, ,0,2/1/2022 9:55,2022,2,Tuesday,9,,"GLOUCESTER ST & BACK ST
BOSTON  MA 02115
UNITED ST",42.35243903,-71.08573504,"(42.35243902741054, -71.08573503788769)"
222008756,1831,,SICK ASSIST,B2,310,0,2/6/2022 17:42,2022,2,Sunday,17,,HUMBOLDT CT,42.31830219,-71.08575355,"(42.31830218937226, -71.08575355258694)"
222024379,801,,ASSAULT - SIMPLE,D4, ,0,4/7/2022 15:00,2022,4,Thursday,15,,HUNTINGTON AVE,42.34221544,-71.08577075,"(42.34221543503832, -71.08577074656198)"
222018557,3502,,MISSING PERSON - LOCATED,B2, ,0,3/17/2022 2:26,2022,3,Thursday,2,,CHENEY ST,42.30970016,-71.08582414,"(42.30970015593802, -71.08582414153403)"
222000057,423,,ASSAULT - AGGRAVATED,B2, ,1,1/1/2022 4:20,2022,1,Saturday,4,,CHENEY ST,42.30970016,-71.08582414,"(42.30970015593802, -71.08582414153403)"
222021785,1831,,SICK ASSIST,B3, ,0,3/28/2022 23:05,2022,3,Monday,23,,ABBOT ST,42.29686162,-71.08584183,"(42.29686162363138, -71.08584182950716)"
222017375,3410,,TOWED MOTOR VEHICLE,B3, ,0,3/12/2022 9:15,2022,3,Saturday,9,,ABBOT ST,42.29686162,-71.08584183,"(42.29686162363138, -71.08584182950716)"
222001073,3112,,LANDLORD - TENANT,B3, ,0,1/5/2022 22:18,2022,1,Wednesday,22,,ABBOT ST,42.29686162,-71.08584183,"(42.29686162363138, -71.08584182950716)"
222021810,3114,,INVESTIGATE PROPERTY,B3, ,0,3/29/2022 5:34,2022,3,Tuesday,5,,ABBOT ST,42.29686162,-71.08584183,"(42.29686162363138, -71.08584182950716)"
222002863,724,,AUTO THEFT,B2, ,0,1/14/2022 5:43,2022,1,Friday,5,,NAZING ST,42.3066408,-71.08584976,"(42.30664080466999, -71.08584976430885)"
222012482,3115,,INVESTIGATE PERSON,B2, ,0,2/20/2022 18:30,2022,2,Sunday,18,,NAZING ST,42.3066408,-71.08584976,"(42.30664080466999, -71.08584976430885)"
222024293,2647,,THREATS TO DO BODILY HARM,B2,305,0,4/7/2022 0:00,2022,4,Thursday,0,,WALNUT AVE,42.32101261,-71.08587919,"(42.321012609319254, -71.08587918887044)"
222007967,1831,,SICK ASSIST,B2, ,0,2/3/2022 13:49,2022,2,Thursday,13,,WALNUT AVE,42.32101261,-71.08587919,"(42.321012609319254, -71.08587918887044)"
222007388,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2, ,0,2/1/2022 12:50,2022,2,Tuesday,12,,"MAPLE ST & SCHUYLER ST
ROXBURY  MA 02121
UNITED ST",42.30861404,-71.08591094,"(42.30861403763441, -71.0859109397822)"
222011323,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,1,2/16/2022 13:34,2022,2,Wednesday,13,,"SCHUYLER ST & MAPLE ST
ROXBURY  MA 02121
UNITED ST",42.30861404,-71.08591094,"(42.30861403763441, -71.0859109397822)"
222007736,801,,ASSAULT - SIMPLE,B2, ,0,2/2/2022 18:11,2022,2,Wednesday,18,,CIRCUIT ST,42.32348052,-71.08601678,"(42.323480519084946, -71.0860167800527)"
222018957,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,B2, ,0,3/18/2022 14:04,2022,3,Friday,14,,"HUMBOLDT AVE & MARTIN LUTHER KING JR BLVD
ROXBURY ",42.31915701,-71.08602006,"(42.31915700853149, -71.08602005801241)"
222003386,1831,,SICK ASSIST,B2, ,0,1/16/2022 13:38,2022,1,Sunday,13,,ELM HILL AVE,42.31130975,-71.0861002,"(42.3113097533378, -71.08610019760567)"
222021435,3115,,INVESTIGATE PERSON,B2, ,0,3/27/2022 17:55,2022,3,Sunday,17,,HUMBOLDT AVE,42.31871968,-71.0861063,"(42.31871967853678, -71.08610630469113)"
222019475,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2, ,0,3/20/2022 14:22,2022,3,Sunday,14,,MADISON PARK CT,42.33102946,-71.08618278,"(42.33102946071238, -71.0861827799724)"
222010271,423,,ASSAULT - AGGRAVATED,B2, ,1,2/12/2022 5:41,2022,2,Saturday,5,,MADISON PARK CT,42.33102946,-71.08618278,"(42.33102946071238, -71.0861827799724)"
